week_date,region,platform,segment,customer_type,transactions,sales
8/19/2019,AFRICA,Shopify,F3,Existing,1987,416935
8/19/2019,CANADA,Shopify,F2,Existing,1051,197807
8/19/2019,SOUTH AMERICA,Retail,null,Existing,116,4376
8/19/2019,USA,Retail,null,Guest,565321,17527602
8/19/2019,OCEANIA,Shopify,F2,New,425,68342
8/19/2019,USA,Retail,C4,New,16682,611278
8/19/2019,AFRICA,Retail,C3,New,102506,3645791
8/19/2019,USA,Shopify,C4,New,17,2378
8/19/2019,SOUTH AMERICA,Shopify,C1,New,20,2855
8/19/2019,ASIA,Retail,C2,Existing,111584,4347815
8/19/2019,ASIA,Shopify,C4,New,36,5315
8/19/2019,OCEANIA,Retail,C2,New,97514,2705900
8/19/2019,USA,Retail,F1,New,11420,469318
8/19/2019,SOUTH AMERICA,Shopify,C4,New,4,757
8/19/2019,CANADA,Shopify,null,Guest,1150,184518
8/19/2019,OCEANIA,Shopify,C3,Existing,3732,761194
8/19/2019,CANADA,Shopify,F2,New,72,10932
8/19/2019,AFRICA,Shopify,F3,New,105,17369
8/19/2019,USA,Retail,C3,Existing,92725,5330150
8/19/2019,USA,Retail,C1,Existing,53555,2296465
8/19/2019,ASIA,Retail,C3,Existing,218016,9997687
8/19/2019,SOUTH AMERICA,Retail,C2,Existing,847,32744
8/19/2019,AFRICA,Retail,C2,Existing,102080,4456485
8/19/2019,ASIA,Retail,F2,New,68412,2244042
8/19/2019,EUROPE,Shopify,F1,New,6,829
8/19/2019,AFRICA,Retail,null,New,74129,2920793
8/19/2019,USA,Retail,C2,New,24186,834045
8/19/2019,OCEANIA,Shopify,F3,New,207,31081
8/19/2019,AFRICA,Shopify,C4,Existing,359,66016
8/19/2019,ASIA,Retail,C2,New,77324,2055485
8/19/2019,OCEANIA,Shopify,F3,Existing,3169,667636
8/19/2019,ASIA,Shopify,null,Existing,189,30597
8/19/2019,AFRICA,Shopify,C3,Existing,2108,419271
8/19/2019,AFRICA,Shopify,C2,Existing,2010,388738
8/19/2019,EUROPE,Retail,F1,New,952,43115
8/19/2019,USA,Retail,F2,New,27115,1073827
8/19/2019,SOUTH AMERICA,Retail,F2,New,437,16832
8/19/2019,EUROPE,Retail,F3,New,1770,77324
8/19/2019,SOUTH AMERICA,Retail,F3,New,304,13087
8/19/2019,USA,Shopify,C2,Existing,1273,259908
8/19/2019,CANADA,Retail,F2,Existing,58063,3237649
8/19/2019,SOUTH AMERICA,Retail,C3,Existing,1122,53124
8/19/2019,EUROPE,Retail,C4,Existing,4437,232321
8/19/2019,AFRICA,Shopify,null,Existing,178,35003
8/19/2019,CANADA,Retail,F2,New,16940,620135
8/19/2019,OCEANIA,Retail,C3,New,139647,4613208
8/19/2019,EUROPE,Shopify,C3,New,16,2483
8/19/2019,EUROPE,Retail,null,New,4074,180933
8/19/2019,SOUTH AMERICA,Shopify,F2,Existing,31,6725
8/19/2019,ASIA,Retail,C1,New,116962,2559734
8/19/2019,EUROPE,Shopify,F2,New,11,3201
8/19/2019,SOUTH AMERICA,Retail,F1,Existing,682,31430
8/12/2019,EUROPE,Retail,F3,Existing,17147,1069457
8/12/2019,SOUTH AMERICA,Retail,null,Guest,395878,16125742
8/12/2019,OCEANIA,Retail,C2,Existing,150084,5978929
8/12/2019,USA,Retail,F1,Existing,38555,2282081
8/12/2019,OCEANIA,Shopify,C4,New,82,10324
8/12/2019,EUROPE,Shopify,C2,Existing,133,38079
8/12/2019,ASIA,Shopify,F2,Existing,2289,440749
8/12/2019,ASIA,Retail,C3,Existing,215751,9917566
8/12/2019,SOUTH AMERICA,Retail,F2,New,401,16047
8/12/2019,SOUTH AMERICA,Shopify,C1,New,19,2757
8/12/2019,EUROPE,Shopify,F3,Existing,113,38860
8/12/2019,USA,Retail,F3,Existing,131290,8183187
8/12/2019,USA,Shopify,C4,New,27,3737
8/12/2019,CANADA,Shopify,null,New,107,18923
8/12/2019,USA,Retail,F2,New,27652,1090378
8/12/2019,EUROPE,Retail,null,Guest,105849,3625130
8/12/2019,AFRICA,Retail,C2,Existing,102145,4493043
8/12/2019,AFRICA,Shopify,C4,New,55,8160
8/12/2019,EUROPE,Shopify,F1,New,7,1145
8/12/2019,CANADA,Retail,C4,New,11728,389527
8/12/2019,SOUTH AMERICA,Shopify,C4,Existing,7,1689
8/12/2019,EUROPE,Retail,C2,Existing,8708,428500
8/12/2019,CANADA,Shopify,C1,New,89,12646
8/12/2019,AFRICA,Retail,F3,Existing,378123,21696345
8/12/2019,OCEANIA,Retail,F1,Existing,143770,7413555
8/12/2019,EUROPE,Retail,C3,New,4034,170871
8/12/2019,EUROPE,Shopify,F1,Existing,118,27319
8/12/2019,USA,Retail,F2,Existing,90621,5457023
8/12/2019,OCEANIA,Shopify,C1,New,402,51676
8/12/2019,SOUTH AMERICA,Shopify,F3,New,3,375
8/12/2019,USA,Retail,C1,New,33741,928265
8/12/2019,CANADA,Retail,C4,Existing,26460,1314118
8/12/2019,AFRICA,Retail,C4,New,43228,1471840
8/12/2019,AFRICA,Retail,F1,Existing,96000,5297959
8/12/2019,CANADA,Shopify,C2,New,99,13911
8/12/2019,USA,Shopify,null,New,182,36169
8/12/2019,USA,Shopify,C1,New,166,23598
8/12/2019,AFRICA,Shopify,C1,New,224,29049
8/12/2019,EUROPE,Retail,F3,New,1759,74455
8/12/2019,USA,Retail,C1,Existing,52883,2258626
8/12/2019,ASIA,Retail,F1,Existing,88091,4353652
8/12/2019,AFRICA,Retail,F2,New,62750,2334783
8/12/2019,ASIA,Retail,F2,Existing,204074,10366441
8/12/2019,AFRICA,Shopify,null,New,277,46945
8/12/2019,AFRICA,Retail,C3,Existing,261901,13454714
8/12/2019,AFRICA,Retail,null,Existing,22714,1027670
8/12/2019,ASIA,Shopify,F2,New,211,32434
8/12/2019,SOUTH AMERICA,Retail,C4,New,169,7400
8/12/2019,CANADA,Retail,C1,New,29672,768280
8/12/2019,SOUTH AMERICA,Shopify,C4,New,4,593
8/12/2019,OCEANIA,Shopify,null,Guest,7453,1346013
8/12/2019,EUROPE,Shopify,C3,Existing,143,43298
8/12/2019,ASIA,Shopify,null,New,363,50407
8/12/2019,USA,Retail,null,Guest,561534,17468989
8/12/2019,EUROPE,Retail,null,Existing,1852,91557
8/12/2019,USA,Retail,C4,New,16832,610219
8/12/2019,OCEANIA,Shopify,F3,New,184,28981
8/12/2019,SOUTH AMERICA,Shopify,C2,Existing,103,19478
8/12/2019,ASIA,Shopify,F1,New,183,26045
8/12/2019,USA,Shopify,C3,New,152,26526
8/12/2019,SOUTH AMERICA,Retail,F2,Existing,971,47598
8/12/2019,OCEANIA,Shopify,C1,Existing,2288,388121
8/12/2019,EUROPE,Shopify,null,Guest,215,40220
8/12/2019,EUROPE,Shopify,F2,New,6,862
8/12/2019,ASIA,Shopify,C4,Existing,239,41086
8/12/2019,AFRICA,Shopify,F3,Existing,1909,392554
8/12/2019,SOUTH AMERICA,Shopify,F1,New,6,1104
8/12/2019,EUROPE,Retail,F2,New,1766,79018
8/12/2019,EUROPE,Shopify,C1,New,12,2097
8/12/2019,USA,Retail,null,New,25726,1115094
8/12/2019,ASIA,Shopify,F3,New,92,14464
8/12/2019,CANADA,Retail,F3,Existing,87068,4971459
8/12/2019,AFRICA,Retail,C3,New,101671,3655617
8/12/2019,USA,Retail,null,Existing,7959,405754
8/12/2019,CANADA,Retail,F1,New,6706,255118
8/12/2019,SOUTH AMERICA,Retail,null,New,2082,70172
8/12/2019,ASIA,Shopify,C1,Existing,954,149239
8/12/2019,AFRICA,Shopify,F1,Existing,2118,392177
8/12/2019,OCEANIA,Shopify,F2,Existing,5347,1068476
8/12/2019,OCEANIA,Retail,C3,Existing,311922,15346145
8/12/2019,OCEANIA,Retail,F2,New,89019,3156727
8/12/2019,USA,Retail,F1,New,11265,461143
8/12/2019,EUROPE,Shopify,C2,New,21,3183
8/12/2019,SOUTH AMERICA,Shopify,null,New,44,8258
8/12/2019,ASIA,Shopify,C1,New,220,26150
8/12/2019,OCEANIA,Retail,C3,New,138386,4557220
8/12/2019,OCEANIA,Retail,C4,New,57995,1822446
8/12/2019,OCEANIA,Shopify,C2,New,623,93815
8/12/2019,ASIA,Retail,F3,New,82648,2694400
8/12/2019,AFRICA,Shopify,F2,Existing,3624,716351
8/12/2019,CANADA,Retail,C2,New,13467,417534
8/12/2019,AFRICA,Shopify,C3,New,283,48372
8/12/2019,ASIA,Shopify,C3,New,243,35048
8/12/2019,CANADA,Shopify,F2,Existing,1032,196837
8/12/2019,EUROPE,Retail,C4,Existing,4546,240422
8/12/2019,CANADA,Shopify,C3,New,81,11629
8/12/2019,CANADA,Retail,null,Existing,5842,290960
8/12/2019,AFRICA,Shopify,C2,New,329,52579
8/12/2019,USA,Shopify,F1,Existing,1344,251352
8/12/2019,OCEANIA,Shopify,C2,Existing,3770,709526
8/12/2019,CANADA,Retail,F2,New,16524,612291
8/12/2019,SOUTH AMERICA,Shopify,F2,Existing,36,7267
8/12/2019,EUROPE,Retail,C1,New,4260,133989
8/12/2019,ASIA,Shopify,C3,Existing,1588,303535
8/12/2019,AFRICA,Shopify,F2,New,258,45564
8/12/2019,OCEANIA,Retail,F3,Existing,514702,28664139
8/12/2019,ASIA,Retail,null,Existing,21822,895745
8/12/2019,USA,Shopify,F3,New,51,9241
8/12/2019,SOUTH AMERICA,Shopify,F3,Existing,28,6754
8/12/2019,EUROPE,Shopify,C1,Existing,111,23026
8/12/2019,EUROPE,Retail,C3,Existing,13983,764876
8/12/2019,SOUTH AMERICA,Retail,C1,Existing,2791,83455
8/12/2019,OCEANIA,Shopify,F2,New,455,70348
8/12/2019,AFRICA,Shopify,C1,Existing,1333,223764
8/12/2019,EUROPE,Shopify,null,New,17,3388
8/12/2019,ASIA,Retail,F1,New,29680,984074
8/12/2019,ASIA,Retail,C3,New,109074,3376965
8/12/2019,CANADA,Shopify,null,Guest,1056,169020
8/12/2019,USA,Shopify,C2,New,196,31692
8/12/2019,AFRICA,Retail,C2,New,52977,1680004
8/12/2019,AFRICA,Retail,C1,New,89480,2285995
8/12/2019,OCEANIA,Shopify,F3,Existing,3073,639894
8/12/2019,ASIA,Shopify,null,Existing,197,30385
8/12/2019,OCEANIA,Shopify,F1,New,336,48789
8/12/2019,OCEANIA,Retail,F2,Existing,327589,17915035
8/12/2019,ASIA,Retail,C2,New,76667,2048866
8/12/2019,OCEANIA,Retail,null,Existing,29066,1224927
8/12/2019,USA,Shopify,null,Guest,1936,350788
8/12/2019,OCEANIA,Retail,C1,New,150561,3530579
8/12/2019,SOUTH AMERICA,Retail,C2,Existing,823,30921
8/12/2019,EUROPE,Shopify,F2,Existing,195,49488
8/12/2019,ASIA,Shopify,null,Guest,3830,594706
8/12/2019,OCEANIA,Shopify,F1,Existing,3674,670024
8/12/2019,CANADA,Retail,F2,Existing,57980,3258188
8/12/2019,CANADA,Shopify,C1,Existing,463,76514
8/12/2019,CANADA,Retail,C1,Existing,54376,2310578
8/12/2019,AFRICA,Retail,F3,New,63607,2370632
8/12/2019,EUROPE,Retail,C1,Existing,13390,608406
8/12/2019,SOUTH AMERICA,Retail,C3,New,802,29316
8/12/2019,EUROPE,Shopify,F3,New,2,362
8/12/2019,ASIA,Retail,C4,New,46261,1347722
8/12/2019,SOUTH AMERICA,Retail,C1,New,2452,55422
8/12/2019,CANADA,Shopify,F3,New,24,3725
8/12/2019,ASIA,Retail,C4,Existing,97070,4372792
8/12/2019,AFRICA,Shopify,F3,New,99,14944
8/12/2019,SOUTH AMERICA,Shopify,F1,Existing,53,12751
8/12/2019,ASIA,Retail,C1,New,117208,2582169
8/12/2019,CANADA,Shopify,F2,New,73,10935
8/12/2019,AFRICA,Shopify,C4,Existing,311,56947
8/12/2019,CANADA,Shopify,null,Existing,44,8007
8/12/2019,EUROPE,Retail,null,New,4022,169892
8/12/2019,OCEANIA,Shopify,null,Existing,302,56100
8/12/2019,OCEANIA,Retail,C1,Existing,233307,8596404
8/12/2019,EUROPE,Shopify,C4,New,2,208
8/12/2019,SOUTH AMERICA,Shopify,C3,New,24,3469
8/12/2019,OCEANIA,Retail,C2,New,97507,2673663
8/12/2019,CANADA,Shopify,F3,Existing,568,108641
8/12/2019,USA,Shopify,C2,Existing,1224,243164
8/12/2019,CANADA,Shopify,C2,Existing,542,100043
8/12/2019,CANADA,Shopify,C4,Existing,69,14317
8/12/2019,SOUTH AMERICA,Retail,C4,Existing,264,13234
8/12/2019,AFRICA,Retail,C4,Existing,109559,5614781
8/12/2019,OCEANIA,Retail,F3,New,102230,3531704
8/12/2019,AFRICA,Shopify,null,Existing,159,29251
8/12/2019,SOUTH AMERICA,Retail,C2,New,683,20443
8/12/2019,SOUTH AMERICA,Retail,C3,Existing,1048,50469
8/12/2019,EUROPE,Shopify,null,Existing,13,2686
8/12/2019,EUROPE,Retail,C2,New,2701,99120
8/12/2019,SOUTH AMERICA,Shopify,F2,New,13,2156
8/12/2019,CANADA,Shopify,F1,Existing,653,117292
8/12/2019,AFRICA,Retail,C1,Existing,167690,6407488
8/12/2019,OCEANIA,Retail,null,New,100928,3601189
8/12/2019,USA,Retail,C4,Existing,36385,1985697
8/12/2019,EUROPE,Retail,C4,New,1383,54058
8/12/2019,SOUTH AMERICA,Shopify,C1,Existing,55,9805
8/12/2019,USA,Shopify,F2,New,174,28636
8/12/2019,SOUTH AMERICA,Retail,F3,New,299,11597
8/12/2019,USA,Shopify,C4,Existing,141,29725
8/12/2019,SOUTH AMERICA,Shopify,C2,New,40,7094
8/12/2019,ASIA,Retail,null,New,75477,2642930
8/12/2019,EUROPE,Retail,F1,Existing,6026,371596
8/12/2019,CANADA,Retail,F3,New,17486,642524
8/12/2019,AFRICA,Shopify,C3,Existing,2079,410914
8/12/2019,OCEANIA,Shopify,C3,Existing,3610,720700
8/12/2019,SOUTH AMERICA,Shopify,null,Guest,1152,223060
8/12/2019,USA,Retail,C3,Existing,91719,5212489
8/12/2019,CANADA,Retail,C3,Existing,56460,2927582
8/12/2019,AFRICA,Shopify,null,Guest,3583,624019
8/12/2019,CANADA,Shopify,C3,Existing,618,115955
8/12/2019,CANADA,Retail,F1,Existing,24173,1330896
8/12/2019,AFRICA,Retail,null,Guest,1632753,47579704
8/12/2019,OCEANIA,Retail,C4,Existing,139584,6946941
8/12/2019,EUROPE,Shopify,C4,Existing,21,5221
8/12/2019,SOUTH AMERICA,Shopify,C3,Existing,92,17752
8/12/2019,USA,Retail,C3,New,42679,1668051
8/12/2019,CANADA,Shopify,C4,New,16,2365
8/12/2019,CANADA,Retail,C3,New,26410,922867
8/12/2019,USA,Shopify,F3,Existing,893,193070
8/12/2019,CANADA,Retail,null,Guest,425842,11781506
8/12/2019,SOUTH AMERICA,Retail,F1,New,350,13576
8/12/2019,AFRICA,Retail,null,New,70283,2815915
8/12/2019,USA,Retail,C2,New,24181,817943
8/12/2019,ASIA,Retail,C1,Existing,161064,5459927
8/12/2019,AFRICA,Shopify,F1,New,169,26072
8/12/2019,USA,Shopify,F1,New,130,19587
8/12/2019,CANADA,Retail,null,New,17856,726904
8/12/2019,SOUTH AMERICA,Shopify,null,Existing,10,2242
8/12/2019,ASIA,Shopify,C2,Existing,1737,307930
8/12/2019,OCEANIA,Shopify,C3,New,444,70637
8/12/2019,ASIA,Shopify,C2,New,365,48607
8/12/2019,ASIA,Retail,F3,Existing,364538,18672497
8/12/2019,OCEANIA,Retail,F1,New,40573,1401421
8/12/2019,USA,Shopify,C3,Existing,1252,257841
8/12/2019,SOUTH AMERICA,Retail,F3,Existing,1067,54931
8/12/2019,OCEANIA,Shopify,C4,Existing,613,115157
8/12/2019,AFRICA,Retail,F2,Existing,262572,14840874
8/12/2019,USA,Retail,C2,Existing,38909,1923248
8/12/2019,OCEANIA,Retail,null,Guest,2508288,65967296
8/12/2019,CANADA,Retail,C2,Existing,20868,930273
8/12/2019,USA,Shopify,C1,Existing,728,131923
8/12/2019,OCEANIA,Shopify,null,New,538,89387
8/12/2019,ASIA,Retail,C2,Existing,110826,4309035
8/12/2019,ASIA,Shopify,C4,New,39,4754
8/12/2019,EUROPE,Shopify,C3,New,13,2771
8/12/2019,SOUTH AMERICA,Retail,null,Existing,115,3367
8/12/2019,SOUTH AMERICA,Retail,F1,Existing,738,32395
8/12/2019,ASIA,Shopify,F3,Existing,1402,269334
8/12/2019,EUROPE,Retail,F2,Existing,13239,826289
8/12/2019,USA,Retail,F3,New,25870,1025732
8/12/2019,ASIA,Retail,null,Guest,1937862,49073518
8/12/2019,USA,Shopify,null,Existing,98,17997
8/12/2019,CANADA,Shopify,F1,New,70,10290
8/12/2019,ASIA,Retail,F2,New,67247,2227363
8/12/2019,USA,Shopify,F2,Existing,1735,356207
8/12/2019,AFRICA,Retail,F1,New,23129,858779
8/12/2019,ASIA,Shopify,F1,Existing,1688,290800
8/12/2019,EUROPE,Retail,F1,New,1003,40270
8/12/2019,AFRICA,Shopify,C2,Existing,1975,378815
8/5/2019,CANADA,Shopify,C2,Existing,544,97048
8/5/2019,AFRICA,Shopify,null,New,306,50307
8/5/2019,ASIA,Shopify,C1,Existing,926,149991
8/5/2019,SOUTH AMERICA,Retail,C4,Existing,269,12716
8/5/2019,CANADA,Retail,null,New,18147,726930
8/5/2019,SOUTH AMERICA,Shopify,null,Existing,21,4341
8/5/2019,USA,Retail,C1,New,32922,931394
8/5/2019,EUROPE,Shopify,null,Guest,224,45651
8/5/2019,SOUTH AMERICA,Retail,null,New,2022,65465
8/5/2019,CANADA,Retail,null,Existing,7160,352627
8/5/2019,CANADA,Shopify,F1,Existing,672,119623
8/5/2019,EUROPE,Shopify,F2,Existing,191,48218
8/5/2019,OCEANIA,Shopify,C4,Existing,598,113881
8/5/2019,SOUTH AMERICA,Shopify,C2,New,43,6935
8/5/2019,AFRICA,Retail,F2,Existing,257938,14684150
8/5/2019,USA,Shopify,C1,Existing,766,137618
8/5/2019,CANADA,Shopify,C3,New,85,11858
8/5/2019,OCEANIA,Retail,F2,Existing,324767,17929268
8/5/2019,CANADA,Retail,C1,Existing,54118,2283264
8/5/2019,USA,Shopify,F3,New,54,7538
8/5/2019,ASIA,Retail,F2,Existing,204040,10310934
8/5/2019,AFRICA,Shopify,C4,Existing,368,67518
8/5/2019,EUROPE,Retail,C3,Existing,14150,794312
8/5/2019,ASIA,Retail,C1,Existing,160797,5468436
8/5/2019,EUROPE,Retail,C4,New,1533,61005
8/5/2019,OCEANIA,Retail,null,New,101133,3633086
8/5/2019,OCEANIA,Shopify,C1,Existing,2303,396845
8/5/2019,SOUTH AMERICA,Retail,C1,Existing,2814,83913
8/5/2019,SOUTH AMERICA,Shopify,C3,Existing,93,18171
8/5/2019,SOUTH AMERICA,Retail,F3,New,339,13361
8/5/2019,ASIA,Shopify,F3,Existing,1345,256300
8/5/2019,OCEANIA,Shopify,F1,New,316,46847
8/5/2019,SOUTH AMERICA,Shopify,null,New,60,10798
8/5/2019,CANADA,Shopify,C1,Existing,437,72494
8/5/2019,OCEANIA,Shopify,F3,New,197,30437
8/5/2019,USA,Retail,null,New,25861,1130398
8/5/2019,AFRICA,Shopify,F3,New,103,15676
8/5/2019,CANADA,Shopify,F2,New,72,12174
8/5/2019,AFRICA,Shopify,F2,Existing,3649,735104
8/5/2019,OCEANIA,Shopify,C2,New,630,94311
8/5/2019,USA,Shopify,C2,New,227,33668
8/5/2019,CANADA,Retail,C3,New,25417,888975
8/5/2019,OCEANIA,Retail,C4,Existing,138651,6870491
8/5/2019,USA,Shopify,C3,Existing,1249,260279
8/5/2019,EUROPE,Shopify,C4,Existing,13,3926
8/5/2019,AFRICA,Shopify,C1,New,227,29462
8/5/2019,USA,Retail,F2,Existing,90369,5565837
8/5/2019,SOUTH AMERICA,Retail,C2,New,723,21177
8/5/2019,ASIA,Shopify,null,Guest,3618,570379
8/5/2019,AFRICA,Shopify,F1,New,183,28302
8/5/2019,ASIA,Shopify,C3,New,229,33431
8/5/2019,AFRICA,Shopify,C1,Existing,1292,216080
8/5/2019,CANADA,Retail,F3,New,16882,618364
8/5/2019,USA,Shopify,F1,New,175,27878
8/5/2019,CANADA,Retail,F3,Existing,86513,4978484
8/5/2019,USA,Retail,C1,Existing,52714,2281796
8/5/2019,CANADA,Shopify,C2,New,107,14899
8/5/2019,ASIA,Shopify,C1,New,195,23813
8/5/2019,AFRICA,Retail,F3,New,62521,2298195
8/5/2019,ASIA,Retail,null,New,75445,2596345
8/5/2019,EUROPE,Retail,F1,Existing,6132,386129
8/5/2019,AFRICA,Retail,F1,Existing,95585,5309737
8/5/2019,SOUTH AMERICA,Retail,F1,New,340,12434
8/5/2019,EUROPE,Shopify,C2,New,14,2773
8/5/2019,ASIA,Retail,C2,New,75554,2025528
8/5/2019,USA,Shopify,C2,Existing,1325,267558
8/5/2019,SOUTH AMERICA,Shopify,F3,Existing,32,7361
8/5/2019,USA,Retail,F3,Existing,131750,8363043
8/5/2019,EUROPE,Retail,F1,New,925,38189
8/5/2019,CANADA,Shopify,null,Existing,66,13276
8/5/2019,OCEANIA,Shopify,null,Guest,7287,1296413
8/5/2019,ASIA,Shopify,C4,Existing,221,38158
8/5/2019,USA,Retail,F3,New,25436,1022615
8/5/2019,CANADA,Retail,F2,New,16197,601237
8/5/2019,SOUTH AMERICA,Shopify,F2,Existing,39,7444
8/5/2019,CANADA,Shopify,C1,New,81,12442
8/5/2019,OCEANIA,Shopify,C3,Existing,3688,731757
8/5/2019,CANADA,Retail,F2,Existing,57437,3249786
8/5/2019,OCEANIA,Shopify,C4,New,84,11117
8/5/2019,CANADA,Retail,F1,Existing,24026,1335529
8/5/2019,EUROPE,Shopify,F2,New,9,1856
8/5/2019,AFRICA,Shopify,C2,New,305,48601
8/5/2019,OCEANIA,Shopify,null,Existing,383,70176
8/5/2019,SOUTH AMERICA,Shopify,F3,New,2,269
8/5/2019,ASIA,Shopify,F1,Existing,1625,280167
8/5/2019,AFRICA,Shopify,F2,New,231,37761
8/5/2019,USA,Shopify,null,Guest,1982,361463
8/5/2019,USA,Shopify,null,Existing,151,27734
8/5/2019,SOUTH AMERICA,Shopify,C2,Existing,100,19201
8/5/2019,USA,Retail,null,Existing,10692,541501
8/5/2019,SOUTH AMERICA,Shopify,C1,Existing,58,10034
8/5/2019,OCEANIA,Retail,C3,Existing,310466,15291504
8/5/2019,EUROPE,Shopify,C3,Existing,154,42469
8/5/2019,AFRICA,Shopify,C3,Existing,2078,421358
8/5/2019,OCEANIA,Retail,F3,New,101077,3492842
8/5/2019,EUROPE,Shopify,F3,New,6,1620
8/5/2019,AFRICA,Retail,null,Existing,29711,1338003
8/5/2019,CANADA,Shopify,C4,New,12,1623
8/5/2019,EUROPE,Retail,C3,New,4091,169532
8/5/2019,AFRICA,Retail,C4,Existing,109046,5618569
8/5/2019,SOUTH AMERICA,Retail,null,Guest,396547,16283640
8/5/2019,ASIA,Shopify,F2,New,223,30620
8/5/2019,AFRICA,Retail,C1,Existing,166632,6401875
8/5/2019,CANADA,Retail,C2,New,13518,410676
8/5/2019,SOUTH AMERICA,Retail,F2,New,416,16966
8/5/2019,USA,Shopify,F3,Existing,957,203488
8/5/2019,EUROPE,Retail,null,New,3844,166284
8/5/2019,EUROPE,Shopify,F1,New,9,1983
8/5/2019,ASIA,Shopify,C2,Existing,1648,294288
8/5/2019,OCEANIA,Shopify,C1,New,382,48659
8/5/2019,EUROPE,Retail,F3,New,1787,72122
8/5/2019,USA,Retail,C4,New,16282,597010
8/5/2019,EUROPE,Shopify,null,Existing,18,5310
8/5/2019,CANADA,Shopify,null,New,109,19454
8/5/2019,OCEANIA,Retail,C2,Existing,150495,6034833
8/5/2019,USA,Retail,F1,Existing,38707,2349240
8/5/2019,CANADA,Retail,C2,Existing,20869,927222
8/5/2019,USA,Retail,null,Guest,557621,17684134
8/5/2019,OCEANIA,Retail,C1,New,148394,3470972
8/5/2019,EUROPE,Retail,F2,New,1775,78298
8/5/2019,EUROPE,Shopify,C1,New,18,2674
8/5/2019,AFRICA,Retail,C4,New,42586,1445150
8/5/2019,OCEANIA,Retail,C2,New,96376,2747032
8/5/2019,USA,Retail,F1,New,11442,470198
8/5/2019,ASIA,Retail,C4,New,45370,1304802
8/5/2019,SOUTH AMERICA,Retail,C1,New,2372,54158
8/5/2019,AFRICA,Shopify,C3,New,241,41942
8/5/2019,USA,Retail,C4,Existing,36113,1994001
8/5/2019,OCEANIA,Retail,F1,Existing,142924,7422755
8/5/2019,CANADA,Shopify,F1,New,74,10609
8/5/2019,SOUTH AMERICA,Shopify,C3,New,24,3952
8/5/2019,ASIA,Shopify,F3,New,95,14517
8/5/2019,CANADA,Retail,C1,New,29106,769548
8/5/2019,AFRICA,Shopify,null,Guest,3565,639345
8/5/2019,USA,Shopify,null,New,210,36421
8/5/2019,OCEANIA,Retail,F3,Existing,515518,28888443
8/5/2019,ASIA,Retail,null,Existing,29138,1178979
8/5/2019,EUROPE,Retail,C1,Existing,13320,625299
8/5/2019,ASIA,Retail,null,Guest,1950606,49163736
8/5/2019,ASIA,Retail,C3,New,107574,3309869
8/5/2019,EUROPE,Shopify,null,New,13,1919
8/5/2019,AFRICA,Shopify,null,Existing,252,49212
8/5/2019,ASIA,Shopify,F1,New,179,27016
8/5/2019,ASIA,Retail,C4,Existing,96275,4315309
8/5/2019,AFRICA,Retail,F3,Existing,375695,21704044
8/5/2019,OCEANIA,Retail,F2,New,87664,3125687
8/5/2019,USA,Retail,C3,Existing,92052,5323406
8/5/2019,EUROPE,Retail,C4,Existing,4758,259040
8/5/2019,ASIA,Retail,C1,New,115690,2521253
8/5/2019,OCEANIA,Shopify,F3,Existing,3124,652726
8/5/2019,ASIA,Shopify,null,Existing,205,34582
8/5/2019,SOUTH AMERICA,Retail,C3,Existing,1082,49730
8/5/2019,EUROPE,Shopify,F1,Existing,151,33506
8/5/2019,ASIA,Shopify,null,New,273,41253
8/5/2019,AFRICA,Retail,C1,New,87274,2214262
8/5/2019,ASIA,Retail,F3,Existing,364536,18582950
8/5/2019,OCEANIA,Retail,F1,New,40538,1408819
8/5/2019,CANADA,Shopify,C3,Existing,630,118012
8/5/2019,CANADA,Shopify,F2,Existing,1062,206070
8/5/2019,EUROPE,Retail,null,Existing,2648,130736
8/5/2019,CANADA,Shopify,F3,Existing,520,103698
8/5/2019,AFRICA,Retail,null,New,70453,2808762
8/5/2019,USA,Retail,C2,New,23788,834376
8/5/2019,USA,Retail,C2,Existing,38818,1961519
8/5/2019,AFRICA,Retail,F1,New,22656,860567
8/5/2019,ASIA,Retail,C2,Existing,110649,4276128
8/5/2019,ASIA,Shopify,C4,New,28,3780
8/5/2019,AFRICA,Retail,C2,New,51285,1611180
8/5/2019,CANADA,Retail,null,Guest,422787,11729139
8/5/2019,SOUTH AMERICA,Retail,C4,New,182,7293
8/5/2019,AFRICA,Retail,null,Guest,1626341,47212605
8/5/2019,USA,Shopify,F2,Existing,1920,396598
8/5/2019,CANADA,Shopify,F3,New,32,5201
8/5/2019,AFRICA,Shopify,F1,Existing,2135,391941
8/5/2019,CANADA,Retail,C3,Existing,55972,2914277
8/5/2019,CANADA,Shopify,null,Guest,1067,181794
8/5/2019,SOUTH AMERICA,Shopify,F1,New,7,1906
8/5/2019,OCEANIA,Retail,null,Existing,40540,1835512
8/5/2019,CANADA,Retail,F1,New,6450,244349
8/5/2019,SOUTH AMERICA,Shopify,F1,Existing,59,14339
8/5/2019,SOUTH AMERICA,Retail,C3,New,826,31861
8/5/2019,SOUTH AMERICA,Retail,null,Existing,331,14169
8/5/2019,SOUTH AMERICA,Retail,F3,Existing,1145,57680
8/5/2019,USA,Shopify,C3,New,170,27231
8/5/2019,AFRICA,Retail,C2,Existing,101430,4461988
8/5/2019,OCEANIA,Shopify,F2,New,426,70803
